S.No.,Kult SKU Code,Category,Sub Category,Sub sub category,Brand,Product_name,Shade
1,3gxxgaSTAulSf5wkxsb9Th,Makeup,Lip,Lipstick,Maybelline New York,SuperStay Matte Ink Liquid Lipstick,245 Seeker
